node_id,article,article_num,chapter,clause_id,content,enriched_content,section_path,source,title
4:997e3eb0-43cb-4030-b3bd-3906f12679d0:1591,第18条 直升机设施,18,G部分 特殊要求,SOLAS II-2/18.7.2,燃料储存区域应设有将溢漏燃料收集起来并排往安全位置的装置；,"[上级条款 SOLAS II-2/18.7 7 直升机加油和机库设施] 如果船上有直升机加油和机库设施，则应符合以下要求：

.1 应设有用于储存燃料罐的专门区域，该区域应：

.1.1 尽可能远离起居处所、脱险通道和登乘站；和  
1.2 与含有蒸气引燃源的区域隔离；

.2 燃料储存区域应设有将溢漏燃料收集起来并排往安全位置的装置；  
3.3 对油罐及所属设备应予以保护，防止受到机械损坏以及邻近处所或区域火灾造成的危害；  
.4 如采用移动式燃料储存罐，应特别注意：

.4.1 罐的设计符合其预期用途；  
4.2 安放和紧固布置；

.4.3 电气屏蔽接地；和  
.4.4 检查程序；

.5 储存罐的燃料泵应设有在失火时能从远处安全位置关闭的装置。如果

[本条款] 燃料储存区域应设有将溢漏燃料收集起来并排往安全位置的装置；",18.7.2,SOLAS II-2,18.7.2
4:997e3eb0-43cb-4030-b3bd-3906f12679d0:1592,第18条 直升机设施,18,G部分 特殊要求,SOLAS II-2/18.7.3,对油罐及所属设备应予以保护，防止受到机械损坏以及邻近处所或区域火灾造成的危害；,"[上级条款 SOLAS II-2/18.7 7 直升机加油和机库设施] 如果船上有直升机加油和机库设施，则应符合以下要求：

.1 应设有用于储存燃料罐的专门区域，该区域应：

.1.1 尽可能远离起居处所、脱险通道和登乘站；和  
1.2 与含有蒸气引燃源的区域隔离；

.2 燃料储存区域应设有将溢漏燃料收集起来并排往安全位置的装置；  
3.3 对油罐及所属设备应予以保护，防止受到机械损坏以及邻近处所或区域火灾造成的危害；  
.4 如采用移动式燃料储存罐，应特别注意：

.4.1 罐的设计符合其预期用途；  
4.2 安放和紧固布置；

.4.3 电气屏蔽接地；和  
.4.4 检查程序；

.5 储存罐的燃料泵应设有在失火时能从远处安全位置关闭的装置。如果

[本条款] 对油罐及所属设备应予以保护，防止受到机械损坏以及邻近处所或区域火灾造成的危害；",18.7.3,SOLAS II-2,18.7.3
4:997e3eb0-43cb-4030-b3bd-3906f12679d0:1593,第18条 直升机设施,18,G部分 特殊要求,SOLAS II-2/18.7.4,安放和紧固布置；,"[上级条款 SOLAS II-2/18.7 7 直升机加油和机库设施] 如果船上有直升机加油和机库设施，则应符合以下要求：

.1 应设有用于储存燃料罐的专门区域，该区域应：

.1.1 尽可能远离起居处所、脱险通道和登乘站；和  
1.2 与含有蒸气引燃源的区域隔离；

.2 燃料储存区域应设有将溢漏燃料收集起来并排往安全位置的装置；  
3.3 对油罐及所属设备应予以保护，防止受到机械损坏以及邻近处所或区域火灾造成的危害；  
.4 如采用移动式燃料储存罐，应特别注意：

.4.1 罐的设计符合其预期用途；  
4.2 安放和紧固布置；

.4.3 电气屏蔽接地；和  
.4.4 检查程序；

.5 储存罐的燃料泵应设有在失火时能从远处安全位置关闭的装置。如果

[本条款] 安放和紧固布置；",18.7.4,SOLAS II-2,18.7.4
4:997e3eb0-43cb-4030-b3bd-3906f12679d0:1594,第18条 直升机设施,18,G部分 特殊要求,SOLAS II-2/18.7.4.1,罐的设计符合其预期用途；,,18.7.4.1,SOLAS II-2,18.7.4.1
4:997e3eb0-43cb-4030-b3bd-3906f12679d0:1595,第18条 直升机设施,18,G部分 特殊要求,SOLAS II-2/18.7.4.3,电气屏蔽接地；和,,18.7.4.3,SOLAS II-2,18.7.4.3
4:997e3eb0-43cb-4030-b3bd-3906f12679d0:1596,第18条 直升机设施,18,G部分 特殊要求,SOLAS II-2/18.7.5,储存罐的燃料泵应设有在失火时能从远处安全位置关闭的装置。如果安装了重力式加油系统，应设有隔离燃料源的等效关闭装置；,"[上级条款 SOLAS II-2/18.7 7 直升机加油和机库设施] 如果船上有直升机加油和机库设施，则应符合以下要求：

.1 应设有用于储存燃料罐的专门区域，该区域应：

.1.1 尽可能远离起居处所、脱险通道和登乘站；和  
1.2 与含有蒸气引燃源的区域隔离；

.2 燃料储存区域应设有将溢漏燃料收集起来并排往安全位置的装置；  
3.3 对油罐及所属设备应予以保护，防止受到机械损坏以及邻近处所或区域火灾造成的危害；  
.4 如采用移动式燃料储存罐，应特别注意：

.4.1 罐的设计符合其预期用途；  
4.2 安放和紧固布置；

.4.3 电气屏蔽接地；和  
.4.4 检查程序；

.5 储存罐的燃料泵应设有在失火时能从远处安全位置关闭的装置。如果

[本条款] 储存罐的燃料泵应设有在失火时能从远处安全位置关闭的装置。如果安装了重力式加油系统，应设有隔离燃料源的等效关闭装置；",18.7.5,SOLAS II-2,18.7.5
4:997e3eb0-43cb-4030-b3bd-3906f12679d0:1597,第18条 直升机设施,18,G部分 特殊要求,SOLAS II-2/18.7.6,燃料泵送装置应一次与1个燃料罐连接。燃料罐与泵送装置之间的管路应用钢或等效材料制成，尽可能短，并予以保护，防止受到损坏；,"[上级条款 SOLAS II-2/18.7 7 直升机加油和机库设施] 如果船上有直升机加油和机库设施，则应符合以下要求：

.1 应设有用于储存燃料罐的专门区域，该区域应：

.1.1 尽可能远离起居处所、脱险通道和登乘站；和  
1.2 与含有蒸气引燃源的区域隔离；

.2 燃料储存区域应设有将溢漏燃料收集起来并排往安全位置的装置；  
3.3 对油罐及所属设备应予以保护，防止受到机械损坏以及邻近处所或区域火灾造成的危害；  
.4 如采用移动式燃料储存罐，应特别注意：

.4.1 罐的设计符合其预期用途；  
4.2 安放和紧固布置；

.4.3 电气屏蔽接地；和  
.4.4 检查程序；

.5 储存罐的燃料泵应设有在失火时能从远处安全位置关闭的装置。如果

[本条款] 燃料泵送装置应一次与1个燃料罐连接。燃料罐与泵送装置之间的管路应用钢或等效材料制成，尽可能短，并予以保护，防止受到损坏；",18.7.6,SOLAS II-2,18.7.6
4:997e3eb0-43cb-4030-b3bd-3906f12679d0:1598,第18条 直升机设施,18,G部分 特殊要求,SOLAS II-2/18.7.7,电动燃料泵送装置及相关控制设备的类型应适合其位置及潜在的危险；,"[上级条款 SOLAS II-2/18.7 7 直升机加油和机库设施] 如果船上有直升机加油和机库设施，则应符合以下要求：

.1 应设有用于储存燃料罐的专门区域，该区域应：

.1.1 尽可能远离起居处所、脱险通道和登乘站；和  
1.2 与含有蒸气引燃源的区域隔离；

.2 燃料储存区域应设有将溢漏燃料收集起来并排往安全位置的装置；  
3.3 对油罐及所属设备应予以保护，防止受到机械损坏以及邻近处所或区域火灾造成的危害；  
.4 如采用移动式燃料储存罐，应特别注意：

.4.1 罐的设计符合其预期用途；  
4.2 安放和紧固布置；

.4.3 电气屏蔽接地；和  
.4.4 检查程序；

.5 储存罐的燃料泵应设有在失火时能从远处安全位置关闭的装置。如果

[本条款] 电动燃料泵送装置及相关控制设备的类型应适合其位置及潜在的危险；",18.7.7,SOLAS II-2,18.7.7
4:997e3eb0-43cb-4030-b3bd-3906f12679d0:1599,第18条 直升机设施,18,G部分 特殊要求,SOLAS II-2/18.7.8,燃料泵送装置中应附有1个防止输油或注油软管超压的装置；,"[上级条款 SOLAS II-2/18.7 7 直升机加油和机库设施] 如果船上有直升机加油和机库设施，则应符合以下要求：

.1 应设有用于储存燃料罐的专门区域，该区域应：

.1.1 尽可能远离起居处所、脱险通道和登乘站；和  
1.2 与含有蒸气引燃源的区域隔离；

.2 燃料储存区域应设有将溢漏燃料收集起来并排往安全位置的装置；  
3.3 对油罐及所属设备应予以保护，防止受到机械损坏以及邻近处所或区域火灾造成的危害；  
.4 如采用移动式燃料储存罐，应特别注意：

.4.1 罐的设计符合其预期用途；  
4.2 安放和紧固布置；

.4.3 电气屏蔽接地；和  
.4.4 检查程序；

.5 储存罐的燃料泵应设有在失火时能从远处安全位置关闭的装置。如果

[本条款] 燃料泵送装置中应附有1个防止输油或注油软管超压的装置；",18.7.8,SOLAS II-2,18.7.8
4:997e3eb0-43cb-4030-b3bd-3906f12679d0:1600,第18条 直升机设施,18,G部分 特殊要求,SOLAS II-2/18.7.9,加油作业使用的设备应予以电气屏蔽接地；,"[上级条款 SOLAS II-2/18.7 7 直升机加油和机库设施] 如果船上有直升机加油和机库设施，则应符合以下要求：

.1 应设有用于储存燃料罐的专门区域，该区域应：

.1.1 尽可能远离起居处所、脱险通道和登乘站；和  
1.2 与含有蒸气引燃源的区域隔离；

.2 燃料储存区域应设有将溢漏燃料收集起来并排往安全位置的装置；  
3.3 对油罐及所属设备应予以保护，防止受到机械损坏以及邻近处所或区域火灾造成的危害；  
.4 如采用移动式燃料储存罐，应特别注意：

.4.1 罐的设计符合其预期用途；  
4.2 安放和紧固布置；

.4.3 电气屏蔽接地；和  
.4.4 检查程序；

.5 储存罐的燃料泵应设有在失火时能从远处安全位置关闭的装置。如果

[本条款] 加油作业使用的设备应予以电气屏蔽接地；",18.7.9,SOLAS II-2,18.7.9
4:997e3eb0-43cb-4030-b3bd-3906f12679d0:1601,第18条 直升机设施,18,G部分 特殊要求,SOLAS II-2/18.7.10,应在各相应位置设有“禁止吸烟”标志；,"[上级条款 SOLAS II-2/18.7 7 直升机加油和机库设施] 如果船上有直升机加油和机库设施，则应符合以下要求：

.1 应设有用于储存燃料罐的专门区域，该区域应：

.1.1 尽可能远离起居处所、脱险通道和登乘站；和  
1.2 与含有蒸气引燃源的区域隔离；

.2 燃料储存区域应设有将溢漏燃料收集起来并排往安全位置的装置；  
3.3 对油罐及所属设备应予以保护，防止受到机械损坏以及邻近处所或区域火灾造成的危害；  
.4 如采用移动式燃料储存罐，应特别注意：

.4.1 罐的设计符合其预期用途；  
4.2 安放和紧固布置；

.4.3 电气屏蔽接地；和  
.4.4 检查程序；

.5 储存罐的燃料泵应设有在失火时能从远处安全位置关闭的装置。如果

[本条款] 应在各相应位置设有“禁止吸烟”标志；",18.7.10,SOLAS II-2,18.7.10
4:997e3eb0-43cb-4030-b3bd-3906f12679d0:1602,第18条 直升机设施,18,G部分 特殊要求,SOLAS II-2/18.7.12.12,"围蔽的机库设施或内设加油设备的围蔽处所应设有本章第20.3条对货船闭式滚装处所要求的机械通风。风机应为无火花型；和
.13围蔽的机库或内设加油设备的围蔽处所内的电气设备和线路应符合第20.3.2、20.3.3和20.3.4条的要求。",,18.7.12.12,SOLAS II-2,18.7.12.12
4:997e3eb0-43cb-4030-b3bd-3906f12679d0:1603,第18条 直升机设施,18,G部分 特殊要求,SOLAS II-2/18.8,"8.1 每一直升机设施应备有一份操作手册，包括一份对安全预防措施、程序和设备要求的说明和一份检查清单。此手册可为船舶应急响应程序的一部分。  
8.2 在加油作业时应遵守的程序和预防措施应符合公认的安全操作方式并包括在操作手册内。  
8.3 在预计将进行直升机作业时，消防人员（至少为2名受过救助和消防职责及消防设备培训的人）应能随时立即到场工作。  
8.4 在加油作业时应有消防人员在场。但是，消防人员不应参与加油工作。  
8.5 应在船上开展复习培训并应为培训和设备试验提供额外的灭火剂。",,18.8,SOLAS II-2,8 操作手册和灭火布置
4:997e3eb0-43cb-4030-b3bd-3906f12679d0:1604,第18条 直升机设施,18,G部分 特殊要求,SOLAS II-2/18.8.8,应在船上开展复习培训并应为培训和设备试验提供额外的灭火剂。,"[上级条款 SOLAS II-2/18.8 8 操作手册和灭火布置] 8.1 每一直升机设施应备有一份操作手册，包括一份对安全预防措施、程序和设备要求的说明和一份检查清单。此手册可为船舶应急响应程序的一部分。  
8.2 在加油作业时应遵守的程序和预防措施应符合公认的安全操作方式并包括在操作手册内。  
8.3 在预计将进行直升机作业时，消防人员（至少为2名受过救助和消防职责及消防设备培训的人）应能随时立即到场工作。  
8.4 在加油作业时应有消防人员在场。但是，消防人员不应参与加油工作。  
8.5 应在船上开展复习培训并应为培训和设备试验提供额外的灭火剂。

[本条款] 应在船上开展复习培训并应为培训和设备试验提供额外的灭火剂。",18.8.8,SOLAS II-2,18.8.8
4:997e3eb0-43cb-4030-b3bd-3906f12679d0:1605,第19条 危险货物运输①,19,G部分 特殊要求,SOLAS II-2/19.1,"本条目的是为载运危险货物的船舶规定附加安全措施，以达到本章的消防安全目标。为此，应满足下列功能要求：

1.1 应为防止船舶运输危险货物造成的额外火灾危险配备防火系统；  
.2 应将危险货物与着火源充分隔开；和  
3 应为防止运输危险货物造成的相关危险配备相应的人员防护设备。",,19.1,SOLAS II-2,1 目的
4:997e3eb0-43cb-4030-b3bd-3906f12679d0:1606,第19条 危险货物运输①,19,G部分 特殊要求,SOLAS II-2/19.1.1,应为防止船舶运输危险货物造成的额外火灾危险配备防火系统；,"[上级条款 SOLAS II-2/19.1 1 目的] 本条目的是为载运危险货物的船舶规定附加安全措施，以达到本章的消防安全目标。为此，应满足下列功能要求：

1.1 应为防止船舶运输危险货物造成的额外火灾危险配备防火系统；  
.2 应将危险货物与着火源充分隔开；和  
3 应为防止运输危险货物造成的相关危险配备相应的人员防护设备。

[本条款] 应为防止船舶运输危险货物造成的额外火灾危险配备防火系统；",19.1.1,SOLAS II-2,19.1.1
4:997e3eb0-43cb-4030-b3bd-3906f12679d0:1607,第19条 危险货物运输①,19,G部分 特殊要求,SOLAS II-2/19.1.2,应将危险货物与着火源充分隔开；和,"[上级条款 SOLAS II-2/19.1 1 目的] 本条目的是为载运危险货物的船舶规定附加安全措施，以达到本章的消防安全目标。为此，应满足下列功能要求：

1.1 应为防止船舶运输危险货物造成的额外火灾危险配备防火系统；  
.2 应将危险货物与着火源充分隔开；和  
3 应为防止运输危险货物造成的相关危险配备相应的人员防护设备。

[本条款] 应将危险货物与着火源充分隔开；和",19.1.2,SOLAS II-2,19.1.2
4:997e3eb0-43cb-4030-b3bd-3906f12679d0:1608,第19条 危险货物运输①,19,G部分 特殊要求,SOLAS II-2/19.1.3,应为防止运输危险货物造成的相关危险配备相应的人员防护设备。,"[上级条款 SOLAS II-2/19.1 1 目的] 本条目的是为载运危险货物的船舶规定附加安全措施，以达到本章的消防安全目标。为此，应满足下列功能要求：

1.1 应为防止船舶运输危险货物造成的额外火灾危险配备防火系统；  
.2 应将危险货物与着火源充分隔开；和  
3 应为防止运输危险货物造成的相关危险配备相应的人员防护设备。

[本条款] 应为防止运输危险货物造成的相关危险配备相应的人员防护设备。",19.1.3,SOLAS II-2,19.1.3
4:997e3eb0-43cb-4030-b3bd-3906f12679d0:1609,第19条 危险货物运输①,19,G部分 特殊要求,SOLAS II-2/19.2,仅适用于甲板。,"[上级条款 SOLAS II-2/19 适用于其他包装形式的危险货物] 表19.3 对固体散装危险货物外的不同类别危险货物要求的适用范围  

<table><tr><td rowspan=""2"">类别第19条</td><td>1.1至1.6</td><td>1.4S</td><td>2.1</td><td>2.2</td><td>2.3</td><td>2.3</td><td>3</td><td>3</td><td>4.2</td><td>4.3</td><td>4.3</td><td>5.1</td><td>\(5.2^{16}\)</td><td>6.1</td><td>6.1</td><td>6.1</td><td>8</td><td>8</td><td>

[本条款] 仅适用于甲板。",19.2,SOLAS II-2,19.2
4:997e3eb0-43cb-4030-b3bd-3906f12679d0:1610,第19条 危险货物运输①,19,G部分 特殊要求,SOLAS II-2/19.2.2,为拟运输装在集装箱和可移动罐柜内的危险货物而建造的专用集装箱船和货物处所；,,19.2.2,SOLAS II-2,19.2.2
4:997e3eb0-43cb-4030-b3bd-3906f12679d0:1611,第19条 危险货物运输①,19,G部分 特殊要求,SOLAS II-2/19.2.1,船舶和货物处所并非专门设计用于运输货物集装箱，而是拟用于运输包装危险货物，包括装在集装箱和可移动罐柜内的危险货物；,,19.2.1,SOLAS II-2,19.2.1
4:997e3eb0-43cb-4030-b3bd-3906f12679d0:1612,第19条 危险货物运输①,19,G部分 特殊要求,SOLAS II-2/19.2.3,拟用于运输危险货物的滚装船和滚装处所；,,19.2.3,SOLAS II-2,19.2.3
4:997e3eb0-43cb-4030-b3bd-3906f12679d0:1613,第19条 危险货物运输①,19,G部分 特殊要求,SOLAS II-2/19.2.4,拟用于运输固体散装危险货物的船舶和货物处所；和,,19.2.4,SOLAS II-2,19.2.4
4:997e3eb0-43cb-4030-b3bd-3906f12679d0:1614,第19条 危险货物运输①,19,G部分 特殊要求,SOLAS II-2/19.2.5,拟用于运输除船载驳船内散装液体和气体以外的其他危险货物的船舶和货物处所。,,19.2.5,SOLAS II-2,19.2.5
4:997e3eb0-43cb-4030-b3bd-3906f12679d0:1615,第19条 危险货物运输①,19,G部分 特殊要求,SOLAS II-2/19.3,仅适用于不能密封的闭式滚装处所。,"[上级条款 SOLAS II-2/19 适用于其他包装形式的危险货物] 表19.3 对固体散装危险货物外的不同类别危险货物要求的适用范围  

<table><tr><td rowspan=""2"">类别第19条</td><td>1.1至1.6</td><td>1.4S</td><td>2.1</td><td>2.2</td><td>2.3</td><td>2.3</td><td>3</td><td>3</td><td>4.2</td><td>4.3</td><td>4.3</td><td>5.1</td><td>\(5.2^{16}\)</td><td>6.1</td><td>6.1</td><td>6.1</td><td>8</td><td>8</td><td>

[本条款] 仅适用于不能密封的闭式滚装处所。",19.3,SOLAS II-2,19.3
4:997e3eb0-43cb-4030-b3bd-3906f12679d0:1616,第19条 危险货物运输①,19,G部分 特殊要求,SOLAS II-2/19.3.1,"3.1.1 供水布置应通过固定加压或通过位于适当位置的遥控装置启动消防泵，确保能够立即从消防总管按所要求的压力供水。  
3.1.2 输送的水量应能向本章第10.2条所规定尺寸的4具水枪以该条规定的压力供水，当空舱时能射到货物处所的任何部分。此水量可以采用主管机关满意的等效方式获得。  
3.1.3 应设有固定式喷雾器设备或用水浸入货物处所的设备，以使指定甲板下的货物处所通过按货物处所水平区域面积计每平方米至少  $5 \, \text{l/min}$  的水量得到有效冷却。经主管机关决定，对小型货物处所和较大货物处所内的小区域可使用消防水带达到这一目的。但是，排水和抽水装置应能防止形成自由液面。排水系统的尺度所达到的排量应不低于水雾系统泵和所要求数量的消防水枪的组合容量的  $125\%$  。排水系统的阀门应能从所保护处所的外部靠近灭火系统控制装置的位置进行操作。舱底污水井应具有足够的容量，应布置在船侧，且在每一水密舱内相互间距不得超过  $40 \, \text{m}$  。如果不可能这样，主管机关在批准稳性资料时应按其认为必要的程度，考虑增加的水重量和自由液面对船舶稳性的不利影响。①  
3.1.4 由适当的专门介质淹没指定的甲板下货物处所的措施，可替代本条3.1.3中的要求。  
3.1.5 所要求的总供水流量按最大的指定货物处所同时计算，应满足本条3.1.2和3.1.3的适用要求。应通过主消防泵的总流量满足本条3.1.2所要求的流量，其中不包括应急消防泵（如设有）的流量。如果安装了喷射泵系统以满足本条3.1.3的要求，则在计算总流量时还应计及喷射泵。",,19.3.1,SOLAS II-2,3.1 供水
4:997e3eb0-43cb-4030-b3bd-3906f12679d0:1617,第19条 危险货物运输①,19,G部分 特殊要求,SOLAS II-2/19.3.1.1,供水布置应通过固定加压或通过位于适当位置的遥控装置启动消防泵，确保能够立即从消防总管按所要求的压力供水。,"[上级条款 SOLAS II-2/19.3.1 3.1 供水] 3.1.1 供水布置应通过固定加压或通过位于适当位置的遥控装置启动消防泵，确保能够立即从消防总管按所要求的压力供水。  
3.1.2 输送的水量应能向本章第10.2条所规定尺寸的4具水枪以该条规定的压力供水，当空舱时能射到货物处所的任何部分。此水量可以采用主管机关满意的等效方式获得。  
3.1.3 应设有固定式喷雾器设备或用水浸入货物处所的设备，以使指定甲板下的货物处所通过按货物处所水平区域面积计每平方米至少  $5 \, \text{l/min}$  的水量得到有效冷却。经主管机关决定，对小型货物处所和较大货物处所内的小区域可使用消防水带达到这一目的。但是，排水和抽水装置应能防止形成自由液

[本条款] 供水布置应通过固定加压或通过位于适当位置的遥控装置启动消防泵，确保能够立即从消防总管按所要求的压力供水。",19.3.1.1,SOLAS II-2,19.3.1.1
4:997e3eb0-43cb-4030-b3bd-3906f12679d0:1618,第19条 危险货物运输①,19,G部分 特殊要求,SOLAS II-2/19.3.1.2,输送的水量应能向本章第10.2条所规定尺寸的4具水枪以该条规定的压力供水，当空舱时能射到货物处所的任何部分。此水量可以采用主管机关满意的等效方式获得。,"[上级条款 SOLAS II-2/19.3.1 3.1 供水] 3.1.1 供水布置应通过固定加压或通过位于适当位置的遥控装置启动消防泵，确保能够立即从消防总管按所要求的压力供水。  
3.1.2 输送的水量应能向本章第10.2条所规定尺寸的4具水枪以该条规定的压力供水，当空舱时能射到货物处所的任何部分。此水量可以采用主管机关满意的等效方式获得。  
3.1.3 应设有固定式喷雾器设备或用水浸入货物处所的设备，以使指定甲板下的货物处所通过按货物处所水平区域面积计每平方米至少  $5 \, \text{l/min}$  的水量得到有效冷却。经主管机关决定，对小型货物处所和较大货物处所内的小区域可使用消防水带达到这一目的。但是，排水和抽水装置应能防止形成自由液

[本条款] 输送的水量应能向本章第10.2条所规定尺寸的4具水枪以该条规定的压力供水，当空舱时能射到货物处所的任何部分。此水量可以采用主管机关满意的等效方式获得。",19.3.1.2,SOLAS II-2,19.3.1.2
4:997e3eb0-43cb-4030-b3bd-3906f12679d0:1619,第19条 危险货物运输①,19,G部分 特殊要求,SOLAS II-2/19.3.1.3,"应设有固定式喷雾器设备或用水浸入货物处所的设备，以使指定甲板下的货物处所通过按货物处所水平区域面积计每平方米至少  $5 \, \text{l/min}$  的水量得到有效冷却。经主管机关决定，对小型货物处所和较大货物处所内的小区域可使用消防水带达到这一目的。但是，排水和抽水装置应能防止形成自由液面。排水系统的尺度所达到的排量应不低于水雾系统泵和所要求数量的消防水枪的组合容量的  $125\%$  。排水系统的阀门应能从所保护处所的外部靠近灭火系统控制装置的位置进行操作。舱底污水井应具有足够的容量，应布置在船侧，且在每一水密舱内相互间距不得超过  $40 \, \text{m}$  。如果不可能这样，主管机关在批准稳性资料时应按其认为必要的程度，考虑增加的水重量和自由液面对船舶稳性的不利影响。①",,19.3.1.3,SOLAS II-2,19.3.1.3
4:997e3eb0-43cb-4030-b3bd-3906f12679d0:1620,第19条 危险货物运输①,19,G部分 特殊要求,SOLAS II-2/19.3.1.4,由适当的专门介质淹没指定的甲板下货物处所的措施，可替代本条3.1.3中的要求。,"[上级条款 SOLAS II-2/19.3.1 3.1 供水] 3.1.1 供水布置应通过固定加压或通过位于适当位置的遥控装置启动消防泵，确保能够立即从消防总管按所要求的压力供水。  
3.1.2 输送的水量应能向本章第10.2条所规定尺寸的4具水枪以该条规定的压力供水，当空舱时能射到货物处所的任何部分。此水量可以采用主管机关满意的等效方式获得。  
3.1.3 应设有固定式喷雾器设备或用水浸入货物处所的设备，以使指定甲板下的货物处所通过按货物处所水平区域面积计每平方米至少  $5 \, \text{l/min}$  的水量得到有效冷却。经主管机关决定，对小型货物处所和较大货物处所内的小区域可使用消防水带达到这一目的。但是，排水和抽水装置应能防止形成自由液

[本条款] 由适当的专门介质淹没指定的甲板下货物处所的措施，可替代本条3.1.3中的要求。",19.3.1.4,SOLAS II-2,19.3.1.4
4:997e3eb0-43cb-4030-b3bd-3906f12679d0:1621,第19条 危险货物运输①,19,G部分 特殊要求,SOLAS II-2/19.3.1.5,所要求的总供水流量按最大的指定货物处所同时计算，应满足本条3.1.2和3.1.3的适用要求。应通过主消防泵的总流量满足本条3.1.2所要求的流量，其中不包括应急消防泵（如设有）的流量。如果安装了喷射泵系统以满足本条3.1.3的要求，则在计算总流量时还应计及喷射泵。,,19.3.1.5,SOLAS II-2,19.3.1.5
4:997e3eb0-43cb-4030-b3bd-3906f12679d0:1622,第19条 危险货物运输①,19,G部分 特殊要求,SOLAS II-2/19.3.2,除非主管机关认为在操作上极为必要，否则电气设备和电线不应安装在围蔽的货物处所或车辆处所内。然而，如果电气设备安装在这种处所内，其应为可以暴露在危险环境中使用的合格防爆型设备②，但能完全隔离电气系统（例如通过拆除系统内除保险丝外的连接线）者除外。电缆穿过的甲板和舱壁应予以密封，以防止气体或蒸气通过。穿通电缆和货物处所内部的电缆应予以保护，以防止被碰损。禁止使用任何其他可能构成易燃蒸气着火源的设备。,,19.3.2,SOLAS II-2,3.2 着火源
4:997e3eb0-43cb-4030-b3bd-3906f12679d0:1623,第19条 危险货物运输①,19,G部分 特殊要求,SOLAS II-2/19.3.3,滚装处所应装设1个符合《消防安全系统规则》的固定式探火和失火报警系统。所有其他类型的货物处所应装有符合《消防安全系统规则》要求的1个固定式探火和失火报警系统或1个抽烟探火系统。如果安装了1个抽烟探火系统，应特别注意《消防安全系统规则》第10章之2.1.3节，以防止有毒烟气泄漏到有人区域。,,19.3.3,SOLAS II-2,3.3 探测系统
4:997e3eb0-43cb-4030-b3bd-3906f12679d0:1624,第19条 危险货物运输①,19,G部分 特殊要求,SOLAS II-2/19.3.4,"3.4.1 应向围蔽货物处所提供足够的动力通风。货物处所的通风布置应以空货物处所为基础每小时至少换气6次，并从货物处所的上部或下部相应位置排除蒸气。  
3.4.2 风机应能避免易燃气体和空气混合物着火的可能性。通风系统的入口和出口处应设有适合的金属丝网保护。  
3.4.3 拟用于运输固体散装危险货物的围蔽货物处所，如未提供机械通风，应设有自然通风。",,19.3.4,SOLAS II-2,3.4 通风布置
4:997e3eb0-43cb-4030-b3bd-3906f12679d0:1625,第19条 危险货物运输①,19,G部分 特殊要求,SOLAS II-2/19.3.4.1,应向围蔽货物处所提供足够的动力通风。货物处所的通风布置应以空货物处所为基础每小时至少换气6次，并从货物处所的上部或下部相应位置排除蒸气。,"[上级条款 SOLAS II-2/19.3.4 3.4 通风布置] 3.4.1 应向围蔽货物处所提供足够的动力通风。货物处所的通风布置应以空货物处所为基础每小时至少换气6次，并从货物处所的上部或下部相应位置排除蒸气。  
3.4.2 风机应能避免易燃气体和空气混合物着火的可能性。通风系统的入口和出口处应设有适合的金属丝网保护。  
3.4.3 拟用于运输固体散装危险货物的围蔽货物处所，如未提供机械通风，应设有自然通风。

[本条款] 应向围蔽货物处所提供足够的动力通风。货物处所的通风布置应以空货物处所为基础每小时至少换气6次，并从货物处所的上部或下部相应位置排除蒸气。",19.3.4.1,SOLAS II-2,19.3.4.1
4:997e3eb0-43cb-4030-b3bd-3906f12679d0:1626,第19条 危险货物运输①,19,G部分 特殊要求,SOLAS II-2/19.3.4.2,风机应能避免易燃气体和空气混合物着火的可能性。通风系统的入口和出口处应设有适合的金属丝网保护。,"[上级条款 SOLAS II-2/19.3.4 3.4 通风布置] 3.4.1 应向围蔽货物处所提供足够的动力通风。货物处所的通风布置应以空货物处所为基础每小时至少换气6次，并从货物处所的上部或下部相应位置排除蒸气。  
3.4.2 风机应能避免易燃气体和空气混合物着火的可能性。通风系统的入口和出口处应设有适合的金属丝网保护。  
3.4.3 拟用于运输固体散装危险货物的围蔽货物处所，如未提供机械通风，应设有自然通风。

[本条款] 风机应能避免易燃气体和空气混合物着火的可能性。通风系统的入口和出口处应设有适合的金属丝网保护。",19.3.4.2,SOLAS II-2,19.3.4.2
4:997e3eb0-43cb-4030-b3bd-3906f12679d0:1627,第19条 危险货物运输①,19,G部分 特殊要求,SOLAS II-2/19.3.4.3,拟用于运输固体散装危险货物的围蔽货物处所，如未提供机械通风，应设有自然通风。,"[上级条款 SOLAS II-2/19.3.4 3.4 通风布置] 3.4.1 应向围蔽货物处所提供足够的动力通风。货物处所的通风布置应以空货物处所为基础每小时至少换气6次，并从货物处所的上部或下部相应位置排除蒸气。  
3.4.2 风机应能避免易燃气体和空气混合物着火的可能性。通风系统的入口和出口处应设有适合的金属丝网保护。  
3.4.3 拟用于运输固体散装危险货物的围蔽货物处所，如未提供机械通风，应设有自然通风。

[本条款] 拟用于运输固体散装危险货物的围蔽货物处所，如未提供机械通风，应设有自然通风。",19.3.4.3,SOLAS II-2,19.3.4.3
